,0,1,2,3,4,5
2013-01-31,-1.0275700016352924,0.7313287588151516,0.4289547112028652,-0.9814956279571312,-0.4184003224068347,-0.2598651718978216
2013-02-28,-0.7988164167608851,0.24546480759094355,-0.5396826351414813,-0.5561878316200074,-0.3619798900703668,-0.29667560561614714
2013-03-29,-0.5507268108587483,0.2641167408379566,-0.5127660353811206,-0.03557851139288393,-0.18513682089215625,-0.07206958880005403
2013-04-26,-0.6730149563816245,0.2084754887070651,-1.1993184474912777,-0.12318448241327683,0.3078252928093445,-0.08630644645654384
2013-05-31,-0.8622859133955856,1.5279025104608013,-0.6009986784221723,-0.45649881666593617,0.7574550050069405,0.12053848200402999
2013-06-28,-0.9582551536547821,1.4068513537215674,-1.7772559252002766,0.10868084332434,0.09443646786355636,-0.01652232419924062
2013-07-31,-0.3584412808696847,2.1252336961171077,-1.6815369511475575,0.8567889866026481,0.39965491518339846,0.4426934747720938
2013-08-30,-0.04148047567342729,1.7986987438770867,-1.26158362468227,0.6742683317305125,-0.302939631969534,0.19065769634637317
2013-09-30,-0.007107524749298178,2.0113824257868007,-1.2605438840857972,-0.1597696660726215,-0.5362836666964719,0.1661135232020016
2013-10-31,-0.4514078532197204,2.671193016765287,-1.0211385450167418,-0.10884437952373847,0.08048666562989786,0.20702610943139618
2013-11-29,0.02658135438108317,3.6333525503482313,-0.5174755051649601,-0.7890165152214732,-0.2840111619280924,0.47317646515894773
2013-12-31,-1.0870559700793032,3.4000537860454476,-1.0046590733616623,-0.6716974898200677,0.09819631369262047,0.5447562844583071
2014-01-30,-0.8153700987463244,2.235323570728291,-1.5190022113550743,-0.2027541573339393,-0.5499924142622268,0.6942457958479545
2014-02-28,-0.7960324531456783,1.9106432503668846,-1.1222532733919546,-0.45138232671566125,0.13272188108420757,0.8149622831165935
2014-03-31,-0.9260902012541496,1.7676673586031662,-0.8297784754708581,-0.7802263009632884,-0.3680583630176801,0.5689316344277041
2014-04-30,-1.3027989681044556,1.6840857509508909,-0.03983423942897742,-0.9418135538109131,-0.6405151273907598,0.5579622195379547
2014-05-30,-1.6859140805823842,1.1487221122532898,-0.050000740310187385,-1.2142159676632418,-0.34624712509572136,0.4244226214630928
2014-06-30,-0.4923756659503838,1.1058343968862443,0.8368095562269141,-0.6865431119430966,0.40197287393772796,0.8962581133631655
2014-07-31,0.14009900605271075,0.8418217126846631,-0.06124113180155358,-0.23349866112189754,-0.2273411619480992,0.3945246494858391
2014-08-29,0.5508647690524805,1.012402440855803,-0.9304860075760134,-0.10839611448463793,0.9921403818515867,0.6100128575194987
2014-09-30,1.2711898617992323,0.5951132905343299,-1.4402863275748323,0.49011563024027593,0.7319268900046425,0.7073589291752567
2014-10-31,1.8001684627844141,-0.10146323917691638,-1.2316837336007227,-0.6528227870016791,0.6755829915928238,0.6041926281170757
2014-11-28,2.2028023997658477,-0.9375249759184068,-0.8403103511747088,-0.8414503050855277,1.2190659366135488,0.36409866028597654
2014-12-31,2.9024404290025645,-1.086021772863463,-0.22227000004485922,-0.4626438132404515,1.1125540002148457,-0.5854503777115005
2015-01-30,3.079416332815991,-0.8014337422659278,-0.15372362235148257,-0.10138214683523442,1.1049299493188496,-0.5536870090466206
2015-02-27,3.0835147855798235,-0.06156296366918209,-0.12240433467571984,-0.5579379386004971,0.7140430508272353,-0.7658849687390732
2015-03-31,4.484024035567446,0.9324338357213701,0.32661924563931144,-0.07842620085258387,-0.16229578844688985,-0.6063551923126713
2015-04-30,6.3596367532259235,1.2561306733545112,0.8042693742039153,-0.17853151645872378,-0.19117939673440817,-0.6681863027482493
2015-05-29,7.8716815528987665,1.8318228616964665,1.0264586667428561,0.059351124226894605,-0.7202053883045245,0.3133247051001156
2015-06-30,6.3372345787910564,1.0728397045028812,0.4500760587850777,-0.05654885400982266,-0.9179182218262506,-0.2787219892429606
2015-07-31,4.104994729559677,0.23270198042911633,-0.36671404914723327,-0.9789197757210442,-0.1750227161898181,-0.2808479668308624
2015-08-31,2.903434436416747,-1.1425595800523805,-0.585588239966777,-0.4276377654840437,-0.7742431331042726,-0.4997584028607891
2015-09-30,1.6647911919642508,-1.5155427714538854,-0.37580119527589684,-0.6274694360789836,-0.8797400468972075,-0.582178653469947
2015-10-30,2.4978831407588156,-0.7692966040223146,-0.185604050875373,0.1606487191595728,-0.3452804391331037,-0.1706440829664123
2015-11-30,2.1937446798693343,-0.304592949487837,-0.7927862734605563,0.3973973759605898,-1.0125319490786608,0.1429906757612056
2015-12-31,2.4719642309727012,-0.8928336215716183,-1.010364910185775,-0.1553909210710703,-0.9956040174733493,1.0149593240497858
2016-01-29,0.3300752983808276,-1.6521912226293505,-1.4374420744344303,-0.00023425312015796655,-0.8564726344894504,0.28135328470070153
2016-02-29,0.08521109215211174,-2.2783059251950823,-1.3589196221201283,1.0941499300883477,-1.0583584943131037,0.3714781550786827
2016-03-31,0.12106361229626683,-2.4532534283128924,-1.2053494839111967,0.4505043865925123,0.07172800701841035,0.4312772319267584
2016-04-29,-1.2073450288363332,-2.1667948612945693,-0.8775059866291782,0.531897316103722,-0.37828963721453307,0.46943779772412175
2016-05-31,-2.2749686895445396,-2.0969059214770494,-0.3655676954536086,-0.33174695582114416,-0.6122462937844764,0.003873442827521265
2016-06-30,-2.383386418572034,-2.129404305627881,1.0010324471420542,-1.0660802872081936,-0.5593893519876403,0.2538262254471535
2016-07-29,-1.1967783895124677,-2.095452710464571,0.9555676397699014,0.39784586099140523,0.060729515682836015,0.5514454998651889
2016-08-31,-0.47942629780052426,-1.014872776055389,0.830735051168617,-0.03916102158421902,0.326900866609022,0.46598733524379093
2016-09-30,-0.38670609208367424,-0.8467455855900383,1.0532802234560348,-0.10970565699488595,0.600280863659419,0.5065193712722723
2016-10-31,-1.0301299790566238,-1.482344051702453,0.8286012427733145,-0.15172434966774376,-0.573013807057261,0.15089167144089347
2016-11-30,-1.5171625233668844,-1.2490159875393803,1.485372896476481,-0.5984446302567186,-0.40416865202935115,-0.045366983375654674
2016-12-30,-2.31922812394161,-0.22746288905389103,1.0296703342023117,0.1728073163949533,-0.44719087127831925,0.0790508457322093
2017-01-26,-1.2542611768730738,1.1468171093666684,1.5706389851530325,-0.331019440669179,-0.23425852169854147,0.023252596590958276
2017-02-28,-1.1934062613027834,1.7515958171516084,1.7539980820189438,-0.7576345244736538,-0.020648509176733935,0.02002840568493351
2017-03-31,-1.7421442059267378,1.0702762915900295,1.181337173403929,-0.09870540406192982,-0.5319725015181684,-0.10875764271114002
2017-04-28,-1.4318928536456021,1.1343002059409457,0.6327759863765879,0.4591068682011716,-0.26007194412099544,-0.1763363369335877
2017-05-31,-1.3470025840340452,1.3054032683823562,0.1194940932346823,1.7144841772960207,-0.11410435177726339,-0.20092162992467166
2017-06-30,-0.847673309601909,1.563268450762004,-0.7590657616156231,1.9029901390047328,-0.013540095580494982,-0.5169268009683315
2017-07-31,-1.2975404714976493,1.5216106062637464,-0.08453112989766229,0.9487822292343755,-0.5499576399708335,-0.6299953900364934
2017-08-31,-1.3717067729456534,1.5989178604074863,-0.10518901544749923,1.2371714495589563,-0.5332397060199365,-0.5437875714964966
2017-09-29,-1.2566743216033867,1.835465884574903,-0.027100100275845647,1.1196945949829464,-0.3652092616259571,-0.533774234876014
2017-10-31,-1.542268411576378,2.2879642633173027,0.12178392894192908,1.125261968721916,0.016027742984019905,-0.5985364045160143
2017-11-30,-1.8146749813479344,1.9732403149441968,0.15343253515271363,1.235174911047496,0.09214108208786305,-0.48883505963716695
2017-12-29,-1.34863690673208,1.5889516945179043,0.3341167220160406,0.8809620159565723,0.19896482698623716,-0.6604048820813553
2018-01-31,-1.125149715478899,1.6981088672024016,0.26823003839205184,0.704820596360308,0.7827433063093968,-0.7157786021578477
2018-02-28,-1.3144435991553225,0.8503809683784863,-0.0842043083684424,0.12656049479473758,-0.08227805844918225,-0.8703095362386042
2018-03-30,-1.383925485373835,0.46623147578169816,0.2410571591136721,-0.3776441495824241,-0.42379936657719486,-0.7675355863081373
2018-04-27,-1.0132507306237484,-0.1204819371544689,-0.06155534308112859,-0.8242868718539028,-0.1759937017104361,-0.7079429352539597
2018-05-31,-0.7958161851461537,-0.2808857742480783,0.06584983397366849,-1.1516940986573336,0.022413093796278875,-0.5937318513924069
2018-06-29,-1.5043607075003582,-0.4885603934169508,-0.0444785835671822,-1.1440702395215583,0.08315054101291317,-0.4985820671363843
2018-07-31,-1.345757235618154,-0.5763396766372881,-0.30172452150458073,-1.0804529884069236,0.45111788439400735,-0.43315975555963326
2018-08-31,-1.7606492928248128,-0.4567487567357041,-0.46601471162592234,-1.232421550519779,0.8042384993486296,-0.41447226644074747
2018-09-28,-2.0463175787186234,-0.4627291949198766,-0.17115703847984332,-1.552582422135601,0.4545304608030038,-0.5990972091149233
2018-10-31,-1.8983611591086977,-1.8256754794142167,-0.5028468368701549,-1.2004721049240297,-0.04094275925307426,-0.48880363980811986
2018-11-30,-0.7951773879971203,-2.3006338738618406,-1.3603059729421785,-0.3863799529016401,0.47803405743386307,-0.26698365560430126
2018-12-28,-0.7148466673014057,-3.2762768898148,-1.402085925101689,-0.04458298233897307,-0.317935352345886,-0.26511810748913067
2019-01-31,-0.561628634250823,-3.238926028255373,-1.4951767262868554,0.03184508323099809,-0.0056374405657426616,-0.2019585170206045
2019-02-28,0.11206570566727178,-2.2007669082649324,-1.2988878654661689,0.5396750633999596,0.457473165149445,-0.11467878557127294
2019-03-29,0.319320819934697,-1.5726543737983836,-1.2039282588564473,0.5071477781162532,0.739775577548577,-0.16182611067571542
2019-04-30,-0.002861059894408742,-0.7650296908650892,-0.9959401845630054,0.8456061180409858,0.8078192176185597,-0.21347954116110018
2019-05-31,-0.48513210121767075,-1.7278121725487114,-0.48932964291893516,0.24286431840053307,-0.17746756318988763,-0.20875326712114597
2019-06-28,-0.05222646646117543,-1.2360312842584735,0.12312454827623796,0.6252952838935232,0.510315255305146,-0.07735329249100592
2019-07-31,-0.018158398799580703,-1.2731713475388873,0.01066859963577991,1.1382188424808224,0.31080478018458124,-0.07181314895284863
2019-08-30,0.18067302535073776,-1.9725680157047298,0.995837140598329,1.064549889053285,-0.03622606918156911,0.07640389665563567
2019-09-30,0.45573384903394903,-1.8703816130002422,0.5293067730658073,1.3654163237472874,0.18980685020061194,0.22708487295523633
2019-10-31,0.5897607361736743,-0.4706073834197134,0.8166479876324063,0.9804921119637865,0.6080635276863583,0.2114902449853224
2019-11-29,-0.061751453717069506,-0.20845436993468416,1.0796875163275281,0.3597006050635881,0.4992507374693475,0.01890073466421972
2019-12-31,0.37105568839663583,1.0479854349503883,1.5888572207034033,-0.2903300907691271,1.7258651644605483,0.09513243576406945
2020-01-23,0.45258259477495055,0.4225343198567294,1.3812061613217328,0.161778651658819,0.8240239342659509,0.38754514425977704
2020-02-28,-0.17435001378151818,-1.3604655193742825,1.2989336008502683,0.12505708668244975,0.024978309267150948,0.312900082318648
2020-03-31,-0.7047471278494702,-2.9360707369240724,1.1234017694569516,0.06439565636913772,-1.1433283854238292,0.049243567651042444
2020-04-30,0.2275954733080475,-3.148565920245693,1.1299427731785927,-0.08599892006004088,0.16619307981020778,0.3258335172246342
2020-05-29,0.25509301744408164,-1.5149281491557418,1.1378794840296966,0.6109891904412837,0.9172316610586714,0.5611643069710546
2020-06-30,0.32638492315736967,-1.1173815474500617,0.9773419440382012,0.6892931392108573,-0.07139243979336754,0.4851996785252881
2020-07-31,0.4575820433307452,-0.296451845158287,2.0531299381269754,0.6394045533138621,-0.08831047722745916,0.6487131541897192
2020-08-31,0.4430330252950847,1.0404197857925512,1.4303295464161465,0.3399935084268075,0.47670617525927295,0.47806287352212085
2020-09-30,-0.0880270823851545,0.47920487561125286,1.340487489703896,0.24057331297686307,-0.1672112286076324,0.2506976749061897
2020-10-30,-0.005915637772470382,-0.00014420417941588088,1.2835939145739925,0.25536517028927663,-0.584779432427801,0.10607463913582889
2020-11-30,-0.11968592422739587,0.8786976485356379,1.617667692231487,-0.41218721174378187,-0.21167390399677202,-0.038915019704735064
2020-12-31,-0.6234003658877987,0.6913530097348239,1.937193176447241,-0.7893018708989733,-0.09026556378223168,-0.15898590522989628
